Accepted.binomial,Accepted.sub1,Accepted.sub2,Accepted.Rank,Family,Extinction.Risk,Locality,Climate,Life.form.orig,Life.form.edited,List,Synonym.binomial,,,,,,,,,,,,
Lithophragma_maximum,na,na,species,Saxifragaceae,CR,CAL,S,hemicr.,HP,Rediscovered,Lithophragma_maximum,,,,,,,,,,,,
Lobelia_monostachya,na,na,species,Campanulaceae,CR,HAW,WT,Cham._or_nanophan.,WP,Rediscovered,Lobelia_monostachya,,,,,,,,,,,,
Lobelia_remyi,na,na,species,Campanulaceae,EX,HAW,WT,nanophan.,WP,Extinct,Lobelia_remyi,,,,,,,,,,,,
Logania_depressa,na,na,species,Loganiaceae,EX,NZN,S,Cham.,WP,Extinct,Logania_depressa,,,,,,,,,,,,
Lopezia_conjugens,na,na,species,Onagraceae,EX,MXN,DT,Ther.,A,Extinct,Lopezia_conjugens,,,,,,,,,,,,
Lopezia_sinaloensis,na,na,species,Onagraceae,EX,MXN,DT,Ther.,A,Extinct,Lopezia_sinaloensis,,,,,,,,,,,,
Lotus_pyranthus,na,na,species,Fabaceae,EW,CNY,S,Cham.,WP,Extinct,Lotus_pyranthus,,,,,,,,,,,,
Ludwigia_burchellii,na,na,species,Onagraceae,EW,BZL,T,cham.,WP,Extinct,Ludwigia_burchellii,,,,,,,,,,,,
Lupinus_argenteus,na,na,species,,,,,,,Synonym,Lupinus_sublanatus,,,,,,,,,,,,
Lupinus_magnificus,na,na,species,Fabaceae,VU,CAL,S,cham.,WP,Rediscovered,Lupinus_magnificus,,,,,,,,,,,,
Lycium_brevipes,na,na,species,,,,,,,Synonym,Lycium_verrucosum,,,,,,,,,,,,
Lycium_hassei,na,na,species,Solanaceae,EW,CAL,S,Nanophan.,WP,Extinct,Lycium_hassei,,,,,,,,,,,,
Lysimachia_forbesii,na,na,species,Primulaceae,EX,HAW,WT,hemicr.,HP,Extinct,Lysimachia_forbesii,,,,,,,,,,,,
Lysimachia_minoricensis,na,na,species,Primulaceae,CR,BAL,G,Biennial_or_hemicr.,HP,Rediscovered,Lysimachia_minoricensis,,,,,,,,,,,,
Macaranga_chatiniana,na,na,species,,,,,,,Synonym,Macaranga_chatiniana,,,,,,,,,,,,
Machaeranthera_tanacetifolia,na,na,species,Asteraceae,LC,ABT,G,Ther.,A,Rediscovered,Machaeranthera_tanacetifolia,,,,,,,,,,,,
Machaeranthera_tanacetifolia,na,na,species,Asteraceae,LC,MNT,G,Ther.,A,Rediscovered,Machaeranthera_tanacetifolia,,,,,,,,,,,,
Machaeranthera_tanacetifolia,na,na,species,Asteraceae,LC,TEX,G,Ther.,A,Rediscovered,Machaeranthera_tanacetifolia,,,,,,,,,,,,
Machaerina_preissii,na,na,species,,,,,,,Synonym,Cladium_drummondii,,,,,,,,,,,,
Madhuca_bourdillonii,na,na,species,Sapotaceae,CR,IND,T,phan.,WP,Rediscovered,Madhuca_bourdillonii,,,,,,,,,,,,
Madhuca_insignis,na,na,species,Sapotaceae,CR,IND,T,Phan.,WP,Rediscovered,Madhuca_insignis,,,,,,,,,,,,
Magnolia_kobus,na,na,species,,,,,,,Synonym,Magnolia_pseudokobus,,,,,,,,,,,,
Maianthemum_salvinii,na,na,species,Asparagaceae,VU,MXT,WT,Hemicr.,WP,Rediscovered,Maianthemum_salvinii,,,,,,,,,,,,
Maianthemum_salvinii,na,na,species,Asparagaceae,VU,GUA,WT,Hemicr.,WP,Rediscovered,Maianthemum_salvinii,,,,,,,,,,,,
Malacothamnus_abbottii,na,na,species,Malvaceae,CR,CAL,S,Nanophan.,WP,Rediscovered,Malacothamnus_abbottii,,,,,,,,,,,,
Malacothamnus_fasciculatus,na,na,species,,,,,,,Synonym,Malacothamnus_mendocinensis,,,,,,,,,,,,
Mammillaria_compressa,na,na,species,,,,,,,Synonym,Mammillaria_esseriana,,,,,,,,,,,,
Mammillaria_duoformis,na,na,species,,,,,,,Synonym,Mammillaria_rossiana,,,,,,,,,,,,
Mammillaria_glochidiata,na,na,species,Cactaceae,EW,MXE,DT,Succ._cham.,WP,Extinct,Mammillaria_glochidiata,,,,,,,,,,,,
Mammillaria_guillauminiana,na,na,species,Cactaceae,EW,MXE,DT,Succ._cham.,WP,Extinct,Mammillaria_guillauminiana,,,,,,,,,,,,
Mammillaria_guillauminiana,na,na,species,Cactaceae,EW,MXN,DT,Succ._cham.,WP,Extinct,Mammillaria_guillauminiana,,,,,,,,,,,,
Mammillaria_perbella,na,na,species,,,,,,,Synonym,Mammillaria_vonwyssiana,,,,,,,,,,,,
Manettia_coccinea,na,na,species,,,,,,,Synonym,Manettia_miniata,,,,,,,,,,,,
Manettia_cordifolia,na,na,species,,,,,,,Synonym,Manettia_stipulosa,,,,,,,,,,,,
Mangifera_casturi,na,na,species,Anacardiaceae,EW,BOR,WT,Phan.,WP,Extinct,Mangifera_casturi,,,,,,,,,,,,
Margaranthus_solanaceus,na,na,species,,,,,,,Synonym,Margaranthus_lemmonii,,,,,,,,,,,,
Margaritopsis_microdon,na,na,species,,,,,,,Synonym,Psychotria_cyrilli-nelsonii,,,,,,,,,,,,
Margyricarpus_digynus,na,na,species,Rosaceae,EW,JNF,T,cham.,WP,Extinct,Margyricarpus_digynus,,,,,,,,,,,,
Marsdenia_araujacea,na,na,species,Apocynaceae,EX,QLD,MT,cl._phan.,WP,Extinct,Marsdenia_araujacea,,,,,,,,,,,,
Marsdenia_coronata,na,na,species,Apocynaceae,VU,QLD,MT,cl._phan.,WP,Rediscovered,Marsdenia_coronata,,,,,,,,,,,,
Marsdenia_tubulosa,na,na,species,Apocynaceae,EX,NFK,WT,cl._phan.,WP,Extinct,Marsdenia_tubulosa,,,,,,,,,,,,
Masdevallia_lychiphora,na,na,species,Orchidaceae,CR,PER,WT,Epiphyte,E,Rediscovered,Masdevallia_lychiphora,,,,,,,,,,,,
Masdevallia_menatoi,na,na,species,Orchidaceae,EN,BOL,WT,Epiphyte,E,Rediscovered,Masdevallia_menatoi,,,,,,,,,,,,
Masdevallia_walteri,na,na,species,Orchidaceae,CR,COS,WT,Epiphyte,E,Rediscovered,Masdevallia_walteri,,,,,,,,,,,,
Matelea_balbisii,na,na,species,Apocynaceae,VU,ARI,DT,cl._phan.,WP,Rediscovered,Matelea_balbisii,,,,,,,,,,,,
Matelea_balbisii,na,na,species,Apocynaceae,VU,MXN,DT,cl._phan.,WP,Rediscovered,Matelea_balbisii,,,,,,,,,,,,
Matelea_radiata,na,na,species,Apocynaceae,EX,TEX,S,Cl._nanophan.,WP,Extinct,Matelea_radiata,,,,,,,,,,,,
Mathieua_galanthoides,na,na,species,Amaryllidaceae,EW,PER,MT,Bulb_geophyte,HP,Extinct,Mathieua_galanthoides,,,,,,,,,,,,
Maytenus_lineata,na,na,species,Celastraceae,EX,CUB,WT,Nanophan._or_phan.,WP,Extinct,Maytenus_lineata,,,,,,,,,,,,
Maytenus_lucayana,na,na,species,Celastraceae,EW,BAH,MT,Nanophan.,WP,Extinct,Maytenus_lucayana,,,,,,,,,,,,
Medemia_argum,na,na,species,Arecaceae,CR,EGY,DT,Phan.,WP,Rediscovered,Medemia_argum,,,,,,,,,,,,
Medemia_argum,na,na,species,Arecaceae,CR,SUD,DT,Phan.,WP,Rediscovered,Medemia_argum,,,,,,,,,,,,
Medinilla_kandavuensis,na,na,species,Melastomataceae,EW,FIJ,WT,phan.,WP,Extinct,Medinilla_kandavuensis,,,,,,,,,,,,
Meineckia_trichogynis,na,na,species,,,,,,,Synonym,Securinega_trichogynis,,,,,,,,,,,,
Melaleuca_acacioides,na,na,species,,,,,,,Synonym,Melaleuca_graminea,,,,,,,,,,,,
Melaleuca_tuberculata,var,arenaria,var,,,,,,,Synonym,Melaleuca_arenaria,,,,,,,,,,,,
Melanthera_biflora,na,na,species,,,,,,,Synonym,Lipochaeta_ovata,,,,,,,,,,,,
Melicope_adscendens,na,na,species,Rutaceae,CR,HAW,MT,Cham._or_nanophan.,WP,Rediscovered,Melicope_adscendens,,,,,,,,,,,,
Melicope_adscendens,na,na,species,,,,,,,Synonym,Pelea_adscendens,,,,,,,,,,,,
Melicope_balloui,na,na,species,Rutaceae,CR,HAW,WT,Nanophan._or_phan.,WP,Rediscovered,Melicope_balloui,,,,,,,,,,,,
Melicope_balloui,na,na,species,,,,,,,Synonym,Pelea_balloui,,,,,,,,,,,,
Melicope_degeneri,na,na,species,Rutaceae,CR,HAW,WT,phan.,WP,Rediscovered,Melicope_degeneri,,,,,,,,,,,,
Melicope_degeneri,na,na,species,,,,,,,Synonym,Pelea_degeneri,,,,,,,,,,,,
Melicope_fatuhivensis,na,na,species,Rutaceae,CR,MRQ,WT,Phan.,WP,Rediscovered,Melicope_fatuhivensis,,,,,,,,,,,,
Melicope_fatuhivensis,na,na,species,,,,,,,Synonym,Pelea_fatuhivensis,,,,,,,,,,,,
Melicope_haleakalae,na,na,species,Rutaceae,EX,HAW,WT,phan.,WP,Extinct,Melicope_haleakalae,,,,,,,,,,,,
Melicope_lydgatei,na,na,species,Rutaceae,CR,HAW,WT,phan.,WP,Rediscovered,Melicope_lydgatei,,,,,,,,,,,,
Melicope_lydgatei,na,na,species,,,,,,,Synonym,Pelea_lydgatei,,,,,,,,,,,,
Melicope_nealae,na,na,species,Rutaceae,EX,HAW,WT,Nanophan.,WP,Extinct,Melicope_nealae,,,,,,,,,,,,
Melicope_obovata,na,na,species,Rutaceae,EX,HAW,WT,Phan.,WP,Extinct,Melicope_obovata,,,,,,,,,,,,
Melicope_obovata,na,na,species,,,,,,,Synonym,Pelea_obovata,,,,,,,,,,,,
Melicope_ovalis,na,na,species,Rutaceae,CR,HAW,WT,phan.,WP,Rediscovered,Melicope_ovalis,,,,,,,,,,,,
Melicope_ovalis,na,na,species,,,,,,,Synonym,Pelea_ovalis,,,,,,,,,,,,
Melicope_pallida,na,na,species,Rutaceae,EW,HAW,WT,phan.,WP,Extinct,Melicope_pallida,,,,,,,,,,,,
Melicope_pallida,na,na,species,,,,,,,Synonym,Pelea_leveillei,,,,,,,,,,,,
Melicope_pallida,na,na,species,,,,,,,Synonym,Pelea_pallida,,,,,,,,,,,,
Melicope_quadrangularis,na,na,species,Rutaceae,CR,HAW,WT,phan.,WP,Rediscovered,Melicope_quadrangularis,,,,,,,,,,,,
Melicope_quadrangularis,na,na,species,,,,,,,Synonym,Pelea_quadrangularis,,,,,,,,,,,,
Melicope_reflexa,na,na,species,Rutaceae,EX,HAW,WT,phan.,WP,Extinct,Melicope_reflexa,,,,,,,,,,,,
Melicope_reflexa,na,na,species,,,,,,,Synonym,Pelea_reflexa,,,,,,,,,,,,
Melicope_wailauensis,na,na,species,Rutaceae,EX,HAW,WT,phan.,WP,Extinct,Melicope_wailauensis,,,,,,,,,,,,
Melicope_wailauensis,na,na,species,,,,,,,Synonym,Pelea_wailauensis,,,,,,,,,,,,
Memecylon_buxoides,na,na,species,Melastomataceae,EW,KEN,T,Nanophan.,WP,Extinct,Memecylon_buxoides,,,,,,,,,,,,
Menkea_draboides,na,na,species,Brassicaceae,EX,WAU,DT,ther.,A,Extinct,Menkea_draboides,,,,,,,,,,,,
Merremia_palmata,na,na,species,Convolvulaceae,LC,IND,S,cl._hemicr.,HP,Rediscovered,Merremia_palmata,,,,,,,,,,,,
Merremia_palmata,na,na,species,Convolvulaceae,LC,PAK,S,cl._hemicr.,HP,Rediscovered,Merremia_palmata,,,,,,,,,,,,
Mertensia_cusickii,na,na,species,,,,,,,Synonym,Mertensia_toyabensis,,,,,,,,,,,,
Meziella_trifida,na,na,species,Haloragaceae,EN,WAU,DT,cham.,WP,Rediscovered,Meziella_trifida,,,,,,,,,,,,
Microchirita_barbata,na,na,species,Gesneriaceae,EW,cult,WT,Ther.,A,Extinct,Microchirita_barbata,,,,,,,,,,,,
Microcorys_pimeloides,na,na,species,Lamiaceae,DD,WAU,S,Cham.,WP,Rediscovered,Microcorys_pimeloides,,,,,,,,,,,,
Micromeria_acropolitana,na,na,species,,,,,,,Synonym,Satureja_acropolitana,,,,,,,,,,,,
Mimetes_stokoei,na,na,species,Proteaceae,EX,CPP,S,Nanophan.,WP,Extinct,Mimetes_stokoei,,,,,,,,,,,,
Mimulus_clementii,na,na,species,Phrymaceae,EW,WAU,DT,ther.,A,Extinct,Mimulus_clementii,,,,,,,,,,,,
Mimulus_guttatus,na,na,species,,,,,,,Synonym,Mimulus_whipplei,,,,,,,,,,,,
Mimulus_latifolius,na,na,species,,,,,,,Synonym,Mimulus_brandegeei,,,,,,,,,,,,
Mimulus_traskiae,na,na,species,Phrymaceae,EW,CAL,S,Ther.,A,Extinct,Mimulus_traskiae,,,,,,,,,,,,
Mirbelia_densiflora,na,na,species,Fabaceae,DD,WAU,S,cham.,WP,Rediscovered,Mirbelia_densiflora,,,,,,,,,,,,
Mitella_nuda,na,na,species,,,,,,,Synonym,Mitella_prostrata,,,,,,,,,,,,
Mitrasacme_palustris,na,na,species,Loganiaceae,DD,WAU,S,ther.,A,Rediscovered,Mitrasacme_palustris,,,,,,,,,,,,
Monardella_leucocephala,na,na,species,Lamiaceae,EX,CAL,S,Ther.,A,Extinct,Monardella_leucocephala,,,,,,,,,,,,
Monardella_pringlei,na,na,species,Lamiaceae,EX,CAL,S,Ther.,A,Extinct,Monardella_pringlei,,,,,,,,,,,,
Monardella_venosa,na,na,species,Lamiaceae,VU,CAL,S,Ther.,A,Rediscovered,Monardella_venosa,,,,,,,,,,,,
Morina_subinermis,na,na,species,Caprifoliaceae,EW,TUR,G,Hemicr.,WP,Extinct,Morina_subinermis,,,,,,,,,,,,
Musa_fitzalanii,na,na,species,Musaceae,EX,QLD,WT,Herb._phan.,WP,Extinct,Musa_fitzalanii,,,,,,,,,,,,
Myosotis_laingii,na,na,species,Boraginaceae,EX,NZS,S,cham.,WP,Extinct,Myosotis_laingii,,,,,,,,,,,,
Myosotis_ruscinonensis,na,na,species,Boraginaceae,EW,FRA,G,Ther.,A,Extinct,Myosotis_ruscinonensis,,,,,,,,,,,,
Myrcia_skeldingii,na,na,species,Myrtaceae,EW,JAM,WT,Nanophan._or_phan.,WP,Extinct,Myrcia_skeldingii,,,,,,,,,,,,
Myriophyllum_sparsiflorum,na,na,species,Haloragaceae,EX,CUB,WT,Hydrocham.,WP,Extinct,Myriophyllum_sparsiflorum,,,,,,,,,,,,
Myrsine_mezii,na,na,species,Primulaceae,CR,HAW,WT,phan.,WP,Rediscovered,Myrsine_mezii,,,,,,,,,,,,
Najas_flexilis,na,na,species,,,,,,,Synonym,Najas_caespitosus,,,,,,,,,,,,
Naucleopsis_chiguila,na,na,species,Moraceae,VU,ECU,WT,phan.,WP,Rediscovered,Naucleopsis_chiguila,,,,,,,,,,,,
Nemesia_micrantha,na,na,species,Scrophulariaceae,EX,CPP,S,ther.,A,Extinct,Nemesia_micrantha,,,,,,,,,,,,
Neoporteria_aricensis,na,na,species,,,,,,,Synonym,Pyrrhocactus_aricensis,,,,,,,,,,,,
Neoporteria_occulata,na,na,species,,,,,,,Synonym,Pyrrhocactus_occultus,,,,,,,,,,,,
Neoregelia_pineliana,na,na,species,Bromeliaceae,EW,BZL,WT,Epiphyte,E,Extinct,Neoregelia_pineliana,,,,,,,,,,,,
Neottia_ussuriensis,na,na,species,Orchidaceae,CR,PRM,G,Tuber_geophyte,HP,Rediscovered,Neottia_ussuriensis,,,,,,,,,,,,
Nesiota_elliptica,na,na,species,Rhamnaceae,EX,STH,WT,Phan.,WP,Extinct,Nesiota_elliptica,,,,,,,,,,,,
Nesogenes_decumbens,na,na,species,Orobanchaceae,EW,ROD,WT,Hemicr._or_cham.,WP,Extinct,Nesogenes_decumbens,,,,,,,,,,,,
Nesogenes_orerensis,na,na,species,Orobanchaceae,CR,REU,WT,Hemicr._or_cham.,WP,Rediscovered,Nesogenes_orerensis,,,,,,,,,,,,
Neuracanthus_neesianus,na,na,species,Acanthaceae,EW,IND,WT,Nanophan.,WP,Extinct,Neuracanthus_neesianus,,,,,,,,,,,,
Nevada_holmgrenii,na,na,species,,,,,,,Synonym,Smelowskia_holmgrenii,,,,,,,,,,,,
Normania_nava,na,na,species,Solanaceae,CR,CNY,S,Ther.,A,Rediscovered,Normania_nava,,,,,,,,,,,,
Notanthera_heterophylla,na,na,species,Loranthaceae,EX,JNF,S,nanophan.,WP,Extinct,Notanthera_heterophylla,,,,,,,,,,,,
Nymphaea_thermarum,na,na,species,Nymphaeaceae,EW,RWA,WT,Hemicr._or_hel.,WP,Extinct,Nymphaea_thermarum,,,,,,,,,,,,
Oberonia_attenuata,na,na,species,Orchidaceae,EN,NWG,WT,Epiphyte_or_lithophyte,E,Rediscovered,Oberonia_attenuata,,,,,,,,,,,,
Oberonia_attenuata,na,na,species,Orchidaceae,EN,QLD,WT,Epiphyte_or_lithophyte,E,Rediscovered,Oberonia_attenuata,,,,,,,,,,,,
Ochrosia_bodenheimarum,na,na,species,Apocynaceae,CR,NWC,WT,Nanophan.,WP,Rediscovered,Ochrosia_bodenheimarum,,,,,,,,,,,,
Ochrosia_brownii,na,na,species,Apocynaceae,CR,MRQ,WT,Phan.,WP,Rediscovered,Neisosperma_brownii,,,,,,,,,,,,
Ochrosia_fatuhivensis,na,na,species,Apocynaceae,CR,MRQ,WT,Phan.,WP,Rediscovered,Ochrosia_fatuhivensis,,,,,,,,,,,,
Ochrosia_tahitensis,na,na,species,Apocynaceae,EX,SCI,WT,Phan.,WP,Extinct,Ochrosia_tahitensis,,,,,,,,,,,,
Odontochilus_hatusimanus,na,na,species,Orchidaceae,CR,JAP,S,Rhizome_geophyte,HP,Rediscovered,Odontochilus_hatusimanus,,,,,,,,,,,,
Oeceoclades_seychellarum,na,na,species,Orchidaceae,EW,SEY,WT,Hemicr._or_cham.,WP,Extinct,Oeceoclades_seychellarum,,,,,,,,,,,,
Oeceoclades_seychellarum,na,na,species,,,,,,,Synonym,Eulophia_seychellarum,,,,,,,,,,,,
Oenothera_deltoides,na,na,species,,,,,,,Synonym,Oenothera_kleinii,,,,,,,,,,,,
Oldenlandia_adscensionis,na,na,species,Rubiaceae,EX,ASC,T,Cham.,WP,Extinct,Oldenlandia_adscensionis,,,,,,,,,,,,
Oldenlandia_adscensionis,na,na,species,,,,,,,Synonym,Hedyotis_adscensionis,,,,,,,,,,,,
Oldenlandia_polyclada,na,na,species,Rubiaceae,VU,QLD,T,cham.,WP,Rediscovered,Oldenlandia_polyclada,,,,,,,,,,,,
Oldenlandia_sieberi,na,na,species,Rubiaceae,CR,MAU,WT,Ther_or_cham.,WP,Rediscovered,Oldenlandia_sieberi,,,,,,,,,,,,
Olearia_arida,na,na,species,Asteraceae,DD,SOA,DT,cham.,WP,Rediscovered,Olearia_arida,,,,,,,,,,,,
Olearia_arida,na,na,species,Asteraceae,DD,WAU,DT,cham.,WP,Rediscovered,Olearia_arida,,,,,,,,,,,,
Olearia_flocktoniae,na,na,species,Asteraceae,EN,NSW,S,nanophan.,WP,Rediscovered,Olearia_flocktoniae,,,,,,,,,,,,
Olearia_oliganthema,na,na,species,Asteraceae,EX,NSW,S,nanophan.,WP,Extinct,Olearia_oliganthema,,,,,,,,,,,,
Onobrychis_aliacmonia,na,na,species,Fabaceae,CR,GRC,S,Hemicr._or_cham.,WP,Rediscovered,Onobrychis_aliacmonia,,,,,,,,,,,,
Onobrychis_richardii,na,na,species,Fabaceae,EW,ETH,S,hemicr.,HP,Extinct,Onobrychis_richardii,,,,,,,,,,,,
Onosma_affine,na,na,species,Boraginaceae,CR,TUR,G,Hemicr._or_cham.,WP,Rediscovered,Onosma_affine,,,,,,,,,,,,
Onosma_discedens,na,na,species,Boraginaceae,CR,TUR,G,Cham.,WP,Rediscovered,Onosma_discedens,,,,,,,,,,,,
Opercularia_acolytantha,na,na,species,Rubiaceae,EX,WAU,S,hemicr.,HP,Extinct,Opercularia_acolytantha,,,,,,,,,,,,
Opercularia_hirsuta,na,na,species,Rubiaceae,DD,WAU,DT,hemicr.,HP,Rediscovered,Opercularia_hirsuta,,,,,,,,,,,,
Opercularia_rubioides,na,na,species,Rubiaceae,CR,WAU,S,Hemicr.,WP,Rediscovered,Opercularia_rubioides,,,,,,,,,,,,
Ophiorrhiza_barnesii,na,na,species,Rubiaceae,EW,IND,WT,cham.,WP,Extinct,Ophiorrhiza_barnesii,,,,,,,,,,,,
Ophiorrhiza_brunonis,na,na,species,Rubiaceae,VU,IND,T,cham.,WP,Rediscovered,Ophiorrhiza_brunonis,,,,,,,,,,,,
Ophiorrhiza_caudata,na,na,species,Rubiaceae,CR,IND,WT,Ther.,A,Rediscovered,Ophiorrhiza_caudata,,,,,,,,,,,,
Ophiorrhiza_pykarensis,na,na,species,Rubiaceae,EX,IND,WT,cham.,WP,Extinct,Ophiorrhiza_pykarensis,,,,,,,,,,,,
Ophiorrhiza_radicans,na,na,species,Rubiaceae,CR,IND,T,Cham.,WP,Rediscovered,Ophiorrhiza_radicans,,,,,,,,,,,,
Ophiorrhiza_radicans,na,na,species,Rubiaceae,CR,SRL,T,Cham.,WP,Rediscovered,Ophiorrhiza_radicans,,,,,,,,,,,,
Opuntia_bonplandii,na,na,species,,,,,,,Synonym,Opuntia_beckeriana,,,,,,,,,,,,
Opuntia_elatior,na,na,species,,,,,,,Synonym,Opuntia_bergeriana,,,,,,,,,,,,
Opuntia_elatior,na,na,species,,,,,,,Synonym,Opuntia_megalantha,,,,,,,,,,,,
Opuntia_ficus-indica,na,na,species,,,,,,,Synonym,Opuntia_lanceolata,,,,,,,,,,,,
Opuntia_ficus-indica,na,na,species,,,,,,,Synonym,Opuntia_maxima,,,,,,,,,,,,
Opuntia_hanburyana,na,na,species,Cactaceae,EW,cult,DT,succ._cham.,WP,Extinct,Opuntia_hanburyana,,,,,,,,,,,,
Opuntia_inaequilateralis,na,na,species,Cactaceae,EW,cult,DT,succ._cham.,WP,Extinct,Opuntia_inaequilateralis,,,,,,,,,,,,
Opuntia_macrocentra,na,na,species,,,,,,,Synonym,Opuntia_horstii,,,,,,,,,,,,
Opuntia_sulphurea,na,na,species,,,,,,,Synonym,Opuntia_hildemanii,,,,,,,,,,,,
Orbexilum_macrophyllum,na,na,species,Fabaceae,EX,NCA,G,Hemicr.,WP,Extinct,Orbexilum_macrophyllum,,,,,,,,,,,,
Orbexilum_macrophyllum,na,na,species,,,,,,,Synonym,Psoralea_macrophylla,,,,,,,,,,,,
Orbexilum_stipulatum,na,na,species,Fabaceae,EX,KTY,G,Hemicr.,WP,Extinct,Orbexilum_stipulatum,,,,,,,,,,,,
Orbexilum_stipulatum,na,na,species,,,,,,,Synonym,Psoralea_stipulata,,,,,,,,,,,,
Oreopanax_simplicifolius,na,na,species,Araliaceae,EW,cult,WT,phan.,WP,Extinct,Oreopanax_simplicifolius,,,,,,,,,,,,
Ormosia_howii,na,na,species,Fabaceae,CR,CHH,S,Phan.,WP,Rediscovered,Ormosia_howii,,,,,,,,,,,,
Orobanche_cernua,na,na,species,,,,,,,Synonym,Orobanche_berthelotii,,,,,,,,,,,,
Orobanche_valida,na,na,species,Orobanchaceae,VU,CAL,S,Holopar._hemicr.,HP,Rediscovered,Orobanche_valida,,,,,,,,,,,,
Orthocarpus_pachystachyus,na,na,species,Orobanchaceae,CR,CAL,S,Hemipar._ther.,A,Rediscovered,Orthocarpus_pachystachyus,,,,,,,,,,,,
Orthosiphon_truncatus,na,na,species,Lamiaceae,EX,VIE,WT,Ther.,A,Extinct,Orthosiphon_truncatus,,,,,,,,,,,,
Osteospermum_hirsutum,na,na,species,Asteraceae,EX,CPP,S,cham.,WP,Extinct,Osteospermum_hirsutum,,,,,,,,,,,,
Ouratea_elliptica,na,na,species,,,,,,,Synonym,Ouratea_alternifolia,,,,,,,,,,,,
Oxygyne_triandra,na,na,species,Burmanniaceae,EX,CMN,WT,Holomycotrophic_ther.,A,Extinct,Oxygyne_triandra,,,,,,,,,,,,
Ozothamnus_selaginoides,na,na,species,Asteraceae,EW,TAS,S,Cham.,WP,Extinct,Ozothamnus_selaginoides,,,,,,,,,,,,
Ozothamnus_selaginoides,na,na,species,,,,,,,Synonym,Helichrysum_selaginoides,,,,,,,,,,,,
Palicourea_tinifolia,na,na,species,Rubiaceae,EW,cult,WT,phan.,WP,Extinct,Palicourea_tinifolia,,,,,,,,,,,,
Pandanus_conglomeratus,na,na,species,Pandanaceae,EX,MAU,WT,Phan.,WP,Extinct,Pandanus_conglomeratus,,,,,,,,,,,,
Pandanus_drupaceus,na,na,species,Pandanaceae,VU,MAU,WT,Nanophan._or_phan.,WP,Rediscovered,Pandanus_drupaceus,,,,,,,,,,,,
Pandanus_iceryi,na,na,species,Pandanaceae,CR,MAU,WT,Phan.,WP,Rediscovered,Pandanus_iceryi,,,,,,,,,,,,
Pandanus_incertus,na,na,species,Pandanaceae,EX,MAU,WT,Nanophan.,WP,Extinct,Pandanus_incertus,,,,,,,,,,,,
Pandanus_obsoletus,na,na,species,Pandanaceae,EX,MAU,WT,Nanophan._or_phan.,WP,Extinct,Pandanus_obsoletus,,,,,,,,,,,,
Pandanus_spathulatus,na,na,species,Pandanaceae,EX,MAU,WT,Phan.,WP,Extinct,Pandanus_spathulatus,,,,,,,,,,,,
Pandanus_tectorius,na,na,species,,,,,,,Synonym,Pandanus_veitchii,,,,,,,,,,,,
Paphiopedilum_delenatii,na,na,species,Orchidaceae,VU,CHC,S,Hemicr.,WP,Rediscovered,Paphiopedilum_delenatii,,,,,,,,,,,,
Paphiopedilum_delenatii,na,na,species,Orchidaceae,VU,CHS,S,Hemicr.,WP,Rediscovered,Paphiopedilum_delenatii,,,,,,,,,,,,
Paphiopedilum_delenatii,na,na,species,Orchidaceae,VU,VIE,S,Hemicr.,WP,Rediscovered,Paphiopedilum_delenatii,,,,,,,,,,,,
Paracephaelis_saxatilis,na,na,species,,,,,,,Synonym,Tarenna_velutina,,,,,,,,,,,,
Paraphalaenopsis_labukensis,na,na,species,Orchidaceae,DD,BOR,WT,epiphyte,E,Rediscovered,Paraphalaenopsis_labukensis,,,,,,,,,,,,
Parodia_columnaris,na,na,species,,,,,,,Synonym,Parodia_legitima,,,,,,,,,,,,
Parodia_maassii,na,na,species,,,,,,,Synonym,Parodia_knizei,,,,,,,,,,,,
Parodia_microsperma,na,na,species,,,,,,,Synonym,Parodia_matthesiana,,,,,,,,,,,,
Parodia_microsperma,na,na,species,,,,,,,Synonym,Parodia_weberioides,,,,,,,,,,,,
Parodia_taratensis,na,na,species,,,,,,,Synonym,Parodia_caineana,,,,,,,,,,,,
Parodia_tilcarensis,na,na,species,,,,,,,Synonym,Parodia_gokrauseana,,,,,,,,,,,,
Paronychia_bornmuelleri,na,na,species,Caryophyllaceae,CR,GRC,S,Cham.,WP,Rediscovered,Paronychia_bornmuelleri,,,,,,,,,,,,
Paspalum_amphicarpum,na,na,species,Poaceae,CR,CUB,MT,Ther.,A,Rediscovered,Paspalum_amphicarpum,,,,,,,,,,,,
Paspalum_jimenezii,na,na,species,Poaceae,VU,COS,WT,geophyte,HP,Rediscovered,Paspalum_jimenezii,,,,,,,,,,,,
Paspalum_jimenezii,na,na,species,Poaceae,VU,PAN,WT,geophyte,HP,Rediscovered,Paspalum_jimenezii,,,,,,,,,,,,
Paspalum_jimenezii,na,na,species,Poaceae,VU,VEN,WT,geophyte,HP,Rediscovered,Paspalum_jimenezii,,,,,,,,,,,,
Pausinystalia_brachythyrsum,na,na,species,Rubiaceae,CR,CMN,WT,Phan.,WP,Rediscovered,Pausinystalia_brachythyrsum,,,,,,,,,,,,
Pavetta_bangweensis,na,na,species,Rubiaceae,EX,CMN,WT,Nanophan.,WP,Extinct,Pavetta_bangweensis,,,,,,,,,,,,
Pavetta_wightii,na,na,species,Rubiaceae,CR,IND,WT,nanophan.,WP,Rediscovered,Pavetta_wightii,,,,,,,,,,,,
