Accepted.binomial,Accepted.sub1,Accepted.sub2,Accepted.Rank,Family,Extinction.Risk,Locality,Climate,Life.form.orig,Life.form.edited,List,Synonym.binomial
Sucrea_sampaiana,na,na,species,Poaceae,Extinct,BZL,wet tropical,Bamboo,WP,Extinct,Sucrea_sampaiana
Symplocos_junghuhnii,na,na,species,Symplocaceae,Endangered,JAW,wet tropical,Phan.,WP,Rediscovered,Symplocos_junghuhnii
Synnema_anomalum,na,na,species,Acanthaceae,Extinct,IND,seasonally dry tropical,hemicr.,HP,Extinct,Synnema_anomalum
Syzygium_balfourii,na,na,species,Myrtaceae,Extinct,ROD,wet tropical,Nanophan._or_phan.,WP,Extinct,Syzygium_balfourii
Syzygium_bourdillonii,na,na,species,Myrtaceae,Critically endangered,IND,wet tropical,Phan.,WP,Rediscovered,Syzygium_bourdillonii
Syzygium_microphyllum,na,na,species,Myrtaceae,Extinct,IND,seasonally dry tropical,Phan.,WP,Extinct,Syzygium_microphyllum
Syzygium_palghatense,na,na,species,Myrtaceae,Extinct in the wild,IND,wet tropical,Phan.,WP,Extinct,Syzygium_palghatense
Tanacetum_kelleri,na,na,species,Asteraceae,Extinct in the wild,KAZ,temperate,hemicr.,HP,Extinct,Tanacetum_kelleri
Taverniera_sericophylla,na,na,species,Fabaceae,Vulnerable,SOC,desert/dry shrubland,Cham.,WP,Rediscovered,Taverniera_sericophylla
Tecophilaea_cyanocrocus,na,na,species,Tecophilaeaceae,Critically endangered,CLC,subtropical,Tuber_geophyte,HP,Rediscovered,Tecophilaea_cyanocrocus
Tenicroa_filifolia,na,na,species,,,,,,,Synonym,Drimia_duthiae
Tephrosia_kassasi,na,na,species,Fabaceae,Extinct,EGY,desert/dry shrubland,ch,WP,Extinct,Tephrosia_kassasi
Terminalia_acuminata,na,na,species,Combretaceae,Extinct in the wild,BZL,wet tropical,Phan.,WP,Extinct,Terminalia_acuminata
Tetramolopium_arenarium,na,na,species,Asteraceae,Critically endangered,HAW,wet tropical,Nanophan.,WP,Rediscovered,Tetramolopium_arenarium
Tetramolopium_capillare,na,na,species,Asteraceae,Critically endangered,HAW,wet tropical,Nanophan.,WP,Rediscovered,Tetramolopium_capillare
Tetramolopium_conyzoides,na,na,species,Asteraceae,Extinct,HAW,wet tropical,Nanophan.,WP,Extinct,Tetramolopium_conyzoides
Tetramolopium_tenerrimum,na,na,species,Asteraceae,Extinct,HAW,wet tropical,Cham.,WP,Extinct,Tetramolopium_tenerrimum
Tetraria_australiensis,na,na,species,Cyperaceae,Endangered,WAU,subtropical,Hemicr._or_rhizome_geophyte,WP,Rediscovered,Tetraria_australiensis
Tetratheca_deltoidea,na,na,species,Elaeocarpaceae,Critically endangered,WAU,desert/dry shrubland,nanophan.,WP,Rediscovered,Tetratheca_deltoidea
Tetratheca_fasciculata,na,na,species,Elaeocarpaceae,Extinct,WAU,subtropical,Cham.,WP,Extinct,Tetratheca_fasciculata
Tetratheca_gunii,na,na,species,Elaeocarpaceae,Endangered,TAS,subtropical,nanophan.,WP,Rediscovered,Tetratheca_gunii
Tetratheca_setigera,na,na,species,,,,,,,Synonym,Tetratheca_elliptica
Teucrium_leucophyllum,na,na,species,Lamiaceae,Extinct,TUR,temperate,Cham.,WP,Extinct,Teucrium_leucophyllum
Thamnea_depressa,na,na,species,Bruniaceae,Extinct,CPP,subtropical,nanophan.,WP,Extinct,Thamnea_depressa
Thamnea_uniflora,na,na,species,Bruniaceae,Extinct,CPP,subtropical,nanophan.,WP,Extinct,Thamnea_uniflora
Thelypodium_tenue,na,na,species,Brassicaceae,Critically endangered,TEX,subtropical,hemicr.,HP,Rediscovered,Thelypodium_tenue
Thesium_polygaloides,na,na,species,Santalaceae,Extinct,NAT,subtropical,cham.,WP,Extinct,Thesium_polygaloides
Thismia_americana,na,na,species,Burmanniaceae,Extinct,ILL,temperate,Holopar._rhizome_geophyte,HP,Extinct,Thismia_americana
Thismia_caudata,na,na,species,Burmanniaceae,Extinct,BZL,wet tropical,Holopar._hemicr.,HP,Extinct,Thismia_caudata
Thismia_caudata,na,na,species,,,,,,,Synonym,Glaziocharis_machensis
Thismia_fugiformis,na,na,species,,,,,,,Synonym,Triscyphus_fungiformis
Thismia_fungiformis,na,na,species,Burmanniaceae,Extinct,BZL,wet tropical,Holopar._hemicr.,HP,Extinct,Thismia_fungiformis
Thismia_macahensis,na,na,species,Burmanniaceae,Critically endangered,BZL,wet tropical,par._hemicr.,HP,Rediscovered,Thismia_macahensis
Thomasia_gardneri,na,na,species,Malvaceae,Extinct,WAU,desert/dry shrubland,Cham.,WP,Extinct,Thomasia_gardneri
Thrinax_ekmaniana,na,na,species,Arecaceae,Critically endangered,CUB,wet tropical,Phan.,WP,Rediscovered,Thrinax_ekmaniana
Thuja_sutchuensis,na,na,species,Cupressaceae,Critically endangered,CHC,temperate,Phan.,WP,Rediscovered,Thuja_sutchuensis
Thunbergia_dasychlamys,na,na,species,Acanthaceae,Extinct,MLY,wet tropical,Cl._Hem.,HP,Extinct,Thunbergia_dasychlamys
Thymus_oehmianus,na,na,species,Lamiaceae,Critically endangered,YUG,temperate,Cham.,WP,Rediscovered,Thymus_oehmianus
Timonius_bogoriensis,na,na,species,Rubiaceae,Extinct in the wild,cult,wet tropical,Nanophan._or_phan.,WP,Extinct,Timonius_bogoriensis
Tinospora_homosepala,na,na,species,Menispermaceae,Critically endangered,MRN,wet tropical,cl.,WP,Rediscovered,Tinospora_homosepala
Trachelanthus_cerinthoides,na,na,species,,,,,,,Synonym,Cynoglossum_foliosum
Trachymene_croniniana,na,na,species,Apiaceae,Data deficient,WAU,desert/dry shrubland,ther.,A,Rediscovered,Trachymene_croniniana
Trachyspermum_villosum,na,na,species,Apiaceae,Extinct in the wild,IND,seasonally dry tropical,hemicr.,HP,Extinct,Trachyspermum_villosum
Tracyina_rostrata,na,na,species,Asteraceae,Vulnerable,CAL,subtropical,Ther.,A,Rediscovered,Tracyina_rostrata
Trianthema_cypseleoides,na,na,species,Aizoaceae,Extinct,NSW,desert/dry shrubland,succ._cham.,WP,Extinct,Trianthema_cypseleoides
Tricalysia_micrantha,na,na,species,Rubiaceae,Data deficient,CON,wet tropical,Nanophan._or_phan.,WP,Rediscovered,Tricalysia_micrantha
Tricalysia_micrantha,na,na,species,Rubiaceae,Data deficient,GAB,wet tropical,Nanophan._or_phan.,WP,Rediscovered,Tricalysia_micrantha
Trifolium_acutiflorum,na,na,species,Fabaceae,Extinct,MOR,subtropical,Ther.,A,Extinct,Trifolium_acutiflorum
Trifolium_amoenum,na,na,species,Fabaceae,Critically endangered,CAL,subtropical,Ther.,A,Rediscovered,Trifolium_amoenum
Trilepidea_adamsii,na,na,species,Loranthaceae,Extinct,NZN,subtropical,phan.,WP,Extinct,Trilepidea_adamsii
Triodia_bromoides,na,na,species,,,,,,,Synonym,Plectrachne_bromoides
Triphora_amazonica,na,na,species,,,,,,,Synonym,Triphora_latifolia
Trisetum_splendens,na,na,species,,,,,,,Synonym,Trisetum_burnoufii
Tristagma_tweedeianum,na,na,species,Amaryllidaceae,Vulnerable,AGE,subtropical,Bulb_geophyte,HP,Rediscovered,Tristagma_tweedeianum
Tristagma_tweedeianum,na,na,species,Amaryllidaceae,Vulnerable,URU,subtropical,Bulb_geophyte,HP,Rediscovered,Tristagma_tweedeianum
Trithuria_australis,na,na,species,Hydatellaceae,Vulnerable,WAU,desert/dry shrubland,hydrophyte,HP,Rediscovered,Trithuria_australis
Trithuria_australis,na,na,species,,,,,,,Synonym,Hydatella_leptogyne
Triunia_robusta,na,na,species,Proteaceae,Endangered,QLD,seasonally dry tropical,phan.,WP,Rediscovered,Triunia_robusta
Trochetia_parviflora,na,na,species,Malvaceae,Critically endangered,MAU,wet tropical,Nanophan.,WP,Rediscovered,Trochetia_parviflora
Trochetiopsis_erythroxylon,na,na,species,Malvaceae,Extinct in the wild,STH,wet tropical,Phan.,WP,Extinct,Trochetiopsis_erythroxylon
Trochetiopsis_melanoxylon,na,na,species,Malvaceae,Extinct,STH,wet tropical,Phan.,WP,Extinct,Trochetiopsis_melanoxylon
Tropidocarpum_capparideum,na,na,species,Brassicaceae,Critically endangered,CAL,subtropical,Ther.,A,Rediscovered,Tropidocarpum_capparideum
Trymalium_urceolare,na,na,species,Rhamnaceae,Data deficient,WAU,desert/dry shrubland,nanophan.,WP,Rediscovered,Trymalium_urceolare
Tulipa_gesneriana,na,na,species,,,,,,,Synonym,Tulipa_marjolletii
Tulipa_gesneriana,na,na,species,,,,,,,Synonym,Tulipa_planifolia
Tulipa_gesneriana,na,na,species,,,,,,,Synonym,Tulipa_aximensis
Tulipa_gesneriana,na,na,species,,,,,,,Synonym,Tulipa_billietiana
Tulipa_sprengeri,na,na,species,Liliaceae,Extinct in the wild,TUR,temperate,Bulb_geophyte,HP,Extinct,Tulipa_sprengeri
Urtica_haussknechtii,na,na,species,Urticaceae,Extinct,TUR,temperate,hemicr.,HP,Extinct,Urtica_haussknechtii
Utricularia_australis,na,na,species,,,,,,,Synonym,Utricularia_mairii
Valerianella_affinis,na,na,species,Caprifoliaceae,Extinct,SOC,seasonally dry tropical,ther.,A,Extinct,Valerianella_affinis
Vanda_wightii,na,na,species,Orchidaceae,Critically endangered,IND,wet tropical,Epiphytic_cham.,E,Rediscovered,Vanda_wightii
Vanda_wightii,na,na,species,Orchidaceae,Critically endangered,SRL,wet tropical,Epiphytic_cham.,E,Rediscovered,Vanda_wightii
Vangueria_infausta,subsp,infausta,subsp,,,,,,,Synonym,Vangueria_velutina
Vatica_soepadmoi,na,na,species,Dipterocarpaceae,Extinct in the wild,SUM,wet tropical,Phan.,WP,Extinct,Vatica_soepadmoi
Veitchia_filifera,na,na,species,Arecaceae,Critically endangered,FIJ,wet tropical,Phan.,WP,Rediscovered,Veitchia_filifera
Veitchia_filifera,na,na,species,,,,,,,Synonym,Veitchia_sessilifolia
Veitchia_vitiensis,na,na,species,,,,,,,Synonym,Veitchia_pickeringii
Verbascum_calycosum,na,na,species,Scrophulariaceae,Critically endangered,TUR,subtropical,Hemicr.,WP,Rediscovered,Verbascum_calycosum
Vernonia_africana,na,na,species,Asteraceae,Extinct,NAT,subtropical,hemicr.,HP,Extinct,Vernonia_africana
Vernonia_recurva,na,na,species,Asteraceae,Endangered,IND,wet tropical,hemicr.,HP,Rediscovered,Vernonia_recurva
Vernonia_sechellensis,na,na,species,Asteraceae,Extinct in the wild,SEY,wet tropical,Nanophan.,WP,Extinct,Vernonia_sechellensis
Veronicastrum_liukiuense,na,na,species,Plantaginaceae,Extinct,NNS,temperate,Hemicr.,WP,Extinct,Veronicastrum_liukiuense
Verreauxia_verreauxii,na,na,species,Goodeniaceae,Vulnerable,WAU,desert/dry shrubland,hemicr.,HP,Rediscovered,Verreauxia_verreauxii
Verticordia_carinata,na,na,species,Myrtaceae,Critically endangered,WAU,subtropical,cham.,WP,Rediscovered,Verticordia_carinata
Vicia_dennesiana,na,na,species,Fabaceae,Extinct,AZO,temperate,Hemicr.,WP,Extinct,Vicia_dennesiana
Vicia_minutiflora,na,na,species,,,,,,,Synonym,Vicia_reverchonii
Villarsia_umbricola,na,na,species,,,,,,,Synonym,Nymphoides_stygia
Viola_hissarica,na,na,species,Violaceae,Extinct in the wild,TZK,temperate,Hemicr.,WP,Extinct,Viola_hissarica
Viola_kitaibeliana,na,na,species,,,,,,,Synonym,Viola_cryana
Viola_plantaginea,na,na,species,Violaceae,Extinct,CNY,subtropical,Hemicr.,WP,Extinct,Viola_plantaginea
Viola_stoloniflora,na,na,species,Violaceae,Extinct in the wild,NNS,temperate,Hemicr.,WP,Extinct,Viola_stoloniflora
Vriesea_rectifolia,na,na,species,Bromeliaceae,Extinct,BZE,wet tropical,Epiphyte,E,Extinct,Vriesea_rectifolia
Wahlenbergia_roxburghii,na,na,species,Campanulaceae,Extinct,STH,wet tropical,Cham.,WP,Extinct,Wahlenbergia_roxburghii
Wahlenbergia_roxburghii,na,na,species,,,,,,,Synonym,Wahlenbergia_burchellii
Watsonia_distans,na,na,species,Iridaceae,Extinct,CPP,subtropical,Tuber_geophyte,HP,Extinct,Watsonia_distans
Weberbauerella_brongniartioides,na,na,species,Fabaceae,Extinct in the wild,PER,seasonally dry tropical,Cham.,WP,Extinct,Weberbauerella_brongniartioides
Weberbauerella_raimondiana,na,na,species,Fabaceae,Extinct in the wild,PER,seasonally dry tropical,Cham._or_nanophan.,WP,Extinct,Weberbauerella_raimondiana
Weinmannia_spiraeoides,na,na,species,Cunoniaceae,Extinct,FIJ,wet tropical,Nanophan._or_phan.,WP,Extinct,Weinmannia_spiraeoides
Wendlandia_angustifolia,na,na,species,Rubiaceae,Extinct,IND,wet tropical,Phan.,WP,Extinct,Wendlandia_angustifolia
Wettsteiniola_accorsii,na,na,species,Podostemaceae,Extinct,BZL,wet tropical,Hel.,HP,Extinct,Wettsteiniola_accorsii
Wiegmannia_degeneri,na,na,species,,,,,,,Synonym,Hedyotis_degeneri
Wiegmannia_foliosa,na,na,species,,,,,,,Synonym,Hedyotis_foliosa
Wikstroemia_hanalei,na,na,species,Thymelaeaceae,Extinct in the wild,HAW,wet tropical,nanophan.,WP,Extinct,Wikstroemia_hanalei
Willdenowia_affinis,na,na,species,Restionaceae,Extinct,CPP,subtropical,Hemicr._or_rhizome_geophyte,WP,Extinct,Willdenowia_affinis
Withania_begoniifolia,na,na,species,Solanaceae,Critically endangered,STH,seasonally dry tropical,Cham._or_nanophan.,WP,Rediscovered,Withania_begoniifolia
Withania_begoniifolia,na,na,species,,,,,,,Synonym,Melissia_begoniifolia
Wrightia_flavorosea,na,na,species,Apocynaceae,Extinct,SRL,seasonally dry tropical,Phan.,WP,Extinct,Wrightia_flavorosea
Wrightia_puberula,na,na,species,Apocynaceae,Extinct in the wild,SRL,seasonally dry tropical,Phan.,WP,Extinct,Wrightia_puberula
Wulfenia_baldaccii,na,na,species,Plantaginaceae,Endangered,ALB,temperate,Hemicr.,WP,Rediscovered,Wulfenia_baldaccii
Xanthosia_singuliflora,na,na,species,Apiaceae,Data deficient,WAU,desert/dry shrubland,cham.,WP,Rediscovered,Xanthosia_singuliflora
Xanthostemon_sebertii,na,na,species,Myrtaceae,Critically endangered,NWC,wet tropical,Phan.,WP,Rediscovered,Xanthostemon_sebertii
Zamia_chigua,na,na,species,,,,,,,Synonym,Zamia_lindleyi
Zamia_monticola,na,na,species,Zamiaceae,Vulnerable,MXG,wet tropical,Hemicr._or_cham.,WP,Rediscovered,Zamia_monticola
Zamia_monticola,na,na,species,Zamiaceae,Vulnerable,MXT,wet tropical,Hemicr._or_cham.,WP,Rediscovered,Zamia_monticola
Zamia_monticola,na,na,species,Zamiaceae,Vulnerable,GUA,wet tropical,Hemicr._or_cham.,WP,Rediscovered,Zamia_monticola
Zanthoxylum_leonis,na,na,species,,,,,,,Synonym,Fagara_leonis
Zanthoxylum_tragodes,na,na,species,,,,,,,Synonym,Zanthoxylum_leonis
Zea_mexicana,na,na,species,Poaceae,Endangered,MXC,wet tropical,Ther.,A,Rediscovered,Zea_mexicana
Zea_mexicana,na,na,species,Poaceae,Endangered,MXE,wet tropical,Ther.,A,Rediscovered,Zea_mexicana
Zea_mexicana,na,na,species,Poaceae,Endangered,MXS,wet tropical,Ther.,A,Rediscovered,Zea_mexicana
Zea_mexicana,na,na,species,Poaceae,Endangered,GUA,wet tropical,Ther.,A,Rediscovered,Zea_mexicana
Zeuktophyllum_suppositum,na,na,species,Aizoaceae,Endangered,CPP,desert/dry shrubland,Succ._cham.,WP,Rediscovered,Zeuktophyllum_suppositum
Zeuxine_parvifolia,na,na,species,,,,,,,Synonym,Zeuxine_boninensis
Zeuxine_pulchra,na,na,species,Orchidaceae,Critically endangered,ASS,wet tropical,Rhizome_geophyte,HP,Rediscovered,Zeuxine_pulchra
Zeuxine_pulchra,na,na,species,Orchidaceae,Critically endangered,EHM,wet tropical,Rhizome_geophyte,HP,Rediscovered,Zeuxine_pulchra
Zieria_adenophora,na,na,species,Rutaceae,Endangered,NSW,desert/dry shrubland,nanophan.,WP,Rediscovered,Zieria_adenophora
Zizia_trifoliata,na,na,species,,,,,,,Synonym,Zizia_latifolia
